"구분","등록번호","청구기호","서명","저작자","발행자","발행년","가격","자료실명"
"1333","EM0000381453","327.83-마14ㅍ","펀드투자 핵심 노하우  : 올바른 펀드 & PB 선택법","마경환, 이관순 지음","이레미디어","2019","16500","종합자료실"
"1334","EM0000381454","371-이79ㅍ","프리랜서 번역가의 학원창업 이야기  : 자유롭게 일하면서 돈도 많이 버는 학원창업","이진주, 한영애 지음","백배미디어","2019","20000","종합자료실"
"1335","EM0000381455","370.4-이57ㅎ","학교의 시계가 멈춰도 아이들은 자란다  : 열일곱 꽃다운친구들의 갭이어 이야기","이수진, 정신실 지음","우리학교","2019","13000","종합자료실"
"1336","EM0000381456","189.2-카58ㅎ","할 말은 하면서 무시당하지 않는 기술","올가 카스타니에르 지음  ; 유아가다 옮김","행성B(행성비)","2019","14000","종합자료실"
"1337","EM0000381457","340.4-허53ㅁ","(허성우의) 맛과 정치  = Flavors of politics","허성우 지음","굿프렌드 정우","2019","19000","종합자료실"
"1338","EM0000381458","360-이811ㅎ","험한 세상을 살아가는 그대에게  : 여성을 지킬 최소한의 법률상식","이찬숙, 송지혜 지음","페이퍼타이거","2019","15000","종합자료실"
"1339","EM0000381459","413.5-박227ㅇ","이산수학  : tool 중심으로 이해하는 새로운 시각  : toolbox","박두순 지음","한빛아카데미","2019","24000","종합자료실"
"1340","EM0000381460","400-오79ㅁ","(과학을 요리한다!) 먹을 수 있는 31가지 과학실험  : 십 대에게 추천하는 과학의 기본 원리","오지마 요시미 지음  ; 전화윤 옮김","청어람e","2019","12000","종합실(청소년)"
"1341","EM0000381461","410.7-알59ㄴ-1","눈으로 보며 이해하는 아름다운 수학. 1-2","클라우디 알시나, 로저 넬센 지음  ; 권창욱 옮김","청문각","2019","15000","종합자료실"
"1342","EM0000381462","410.7-알59ㄴ-2","눈으로 보며 이해하는 아름다운 수학. 1-2","클라우디 알시나, 로저 넬센 지음  ; 권창욱 옮김","청문각","2019","15000","종합자료실"
"1343","EM0000381463","331.5412-박72ㅅ","4차 산업혁명 문제는 과학이야  : 4차 산업혁명에 숨겨진 과학의 원리들","박재용, 서검교, 윤신영, 임창환 지음  ; MID 사이언스 트렌드 엮음","MID(엠아이디)","2019","15000","종합자료실"
"1344","EM0000381464","443.1-콕58ㄱ","경이로운 우주  : 낭만적이면서도 과학적인 시선으로 본 우리의 우주","브라이언 콕스, 앤드루 코헨 지음  ; 박병철 옮김","해나무","2019","18000","종합자료실"
"1345","EM0000381465","401-나821ㄱ","과학의 방법","나카야 우키치로 지음 ; 김수희 옮김","AK","2019","9800","종합자료실"
"1346","EM0000381466","481.13342-이66ㄱ","광합성의 세계  : 지구상의 생명을 지탱하는 비밀","이와나미 요조 지음  ; 심상철 옮김","전파과학사","2019","13000","종합자료실"
"1347","EM0000381467","453.9-노68ㄱ","기후와 문명  = Climate & civilization","노의근 지음","연세대학교","2019","13000","종합자료실"
"1348","EM0000381468","511.1687-알233ㄴ","내 나이가 어때서  : 젊음을 찾아주는 슬기로운 두뇌 생활","안드레 알레만 지음  ; 신동숙 옮김","한국경제신문","2019","15000","종합자료실"
"1349","EM0000381469","410.34-박17ㅅ","(누구나 쉬운) 수학 용어 사전","박구연 지음","지브레인","2019","19000","종합자료실"
"1350","EM0000381470","476.0162-이68ㄷ","다윈의 진화론  : 자연 선택의 비밀을 벗기다","이은희 글  ; 최재정 그림","작은길","2019","15","종합자료실"
"1351","EM0000381471","539.646-문53ㅁ","묻다  : 전염병에 의한 동물 살처분 매몰지에 대한 기록","문선희 글·사진","책공장더불어","2019","13000","종합자료실"
"1352","EM0000381472","429-장95ㅁ","물질 쫌 아는 10대  : 물질 씨, 어떻게 세상을 이루었나요","장홍제 글  ; 방상호 그림","풀빛","2019","13000","종합실(청소년)"
"1353","EM0000381473","477.3-카58ㅂ","바닷바람을 맞으며","레이첼 카슨 지음  ; 하워드 프레치 그림  ; 김은령 옮김","에코리브르","2017","15000","종합자료실"
"1354","EM0000381474","400-바231ㅂ","볼수록 놀라운 과학 이야기  : 세상에 이런 과학도 있다니!","콜린 바라스 지음  ; 이다윤 옮김","타임북스","2019","13500","종합자료실"
"1355","EM0000381475","481.508-조34ㅈ","(사진으로 읽는) 제비꽃의 모든 것","조명환, 배양식, 김영임 공저","마음서재","2019","23000","종합자료실"
"1356","EM0000381476","491.5-모835ㅅ","성게, 메뚜기, 불가사리가 그렇게 생긴 이유  : 생김새의 생물학","모토카와 다쓰오 지음 ; 장경환 옮김","김영사","2019","15800","종합자료실"
"1357","EM0000381477","410.7-와69ㅅ","(수학으로 고민하는 초등 부모를 위한) 수학머리 공부법","YTN 사이언스 지음","베가북스","2019","16500","종합자료실"
"1358","EM0000381478","410-양64ㅅ","수학으로 세상을 바꾸다  : 삶의 지혜와 변화를 주는 수학","양영오 지음","청문각","2019","22000","종합자료실"
"1359","EM0000381479","410-박94ㅅ","수학은 생활이다","박형빈 지음","경문사","2019","19000","종합자료실"
"1360","EM0000381480","410-해823ㅅ","수학의 배신  : 모두에게 수학이 필요하다는 거대한 착각","앤드류 해커 글 ; 박지훈 옮김","동아엠앤비","2019","15000","종합자료실"
"1361","EM0000381481","410.4-이31ㅅ-2","수학자의 배낭여행. 2, 우주, 생명, 수학의 비밀","이만근 지음","경문사","2019","23000","종합자료실"
"1362","EM0000381482","472.52642-가77ㅅ","숲","자부리 가줄 지음  ; 김명주 옮김","교유서가","2019","13800","종합자료실"
"1363","EM0000381483","400-한53ㅇ","(스토리텔링으로 배우는) 유쾌한 과학상식","한선미 지음","하늘아래","2019","13500","종합실(청소년)"
"1364","EM0000381484","400-셰823ㅅ-1","실은 나도 과학이 알고 싶었어. 1-2","래리 셰켈 지음 ; 신용우 옮김","비전비엔피","2019","15800","종합실(청소년)"
"1365","EM0000381485","400-셰823ㅅ-2","실은 나도 과학이 알고 싶었어. 1-2","래리 셰켈 지음 ; 신용우 옮김","비전비엔피","2019","15800","종합실(청소년)"
"1366","EM0000381486","420.1-망57ㅇ","아름답고 우아한 물리학 방정식  : 세상을 이해하는 15가지 법칙들","브뤼노 망술리에 지음  ; 김아애 옮김","클","2019","13800","종합자료실"
"1367","EM0000381487","420-곰43ㅁ","(어느 칠레 선생님의) 물리학 산책","안드레스 곰베로프 지음  ; 김유경 옮김","생각의길","2019","15000","종합자료실"
"1368","EM0000381488","472.5099-로67ㅇ","오늘도 나무에 오릅니다  : 여성 생물학자의 삶과 모험","마거릿 D. 로우먼 지음  ; 유시주 옮김","눌와","2019","15800","종합자료실"
"1369","EM0000381489","430-김39ㅇ","우리집에 화학자가 산다  : 김민경 교수의 생활 속 화학이야기","김민경 지음","Humanist(휴머니스트)","2019","15000","종합자료실"
"1370","EM0000381490","420.12-바213ㅇ","우주와 아인슈타인 박사","링컨 바넷 지음  ; 송혜영 옮김","글봄크리에이티브","2019","14300","종합자료실"
"1371","EM0000381491","404-계231ㅇ-2","유사과학 탐구영역. 2","계란계란 지음","뿌리와이파리","2019","16000","종합자료실"
"1372","EM0000381492","413-혼31ㅇ","이렇게 쉬운 통계학  : 누구나 쉽게 업무에 활용하는 기초 통계","혼마루 료 지음  ; 안동현 옮김","한빛미디어","2019","16000","종합자료실"
"1373","EM0000381493","410.4-최64ㅇ","이토록 아름다운 수학이라면  : 내 인생의 χ값을 찾아줄 감동의 수학 강의","최영기 지음","21세기북스","2019","15000","종합자료실"
"1374","EM0000381494","401-볼849ㅈ","자연의 패턴  : 필립 볼의 형태학 아카이브","필립 볼 지음  ; 조민웅 옮김","사이언스북스","2019","29500","종합자료실"
"1375","EM0000381495","404-이73ㅈ-2","저도 과학은 어렵습니다만  : 털보 과학관장과 함께라면 온 세상이 과학. 2","이정모 지음","바틀비","2019","15000","종합자료실"
"1376","EM0000381496","392.19015-권65ㅈ","전쟁사의 수학적 분석과 평가  : 승리의 조건을 찾아서","권오정 지음","Kyowoo(교우)","2019","33000","종합자료실"
"1377","EM0000381497","431.14-셰239ㅈ","주기율표","에릭 셰리 지음  ; 김명남 옮김","교유서가","2019","14000","종합자료실"
"1378","EM0000381498","471.2-카838ㅈ","진화와 인간 행동  : 인간의 조건에 대한 다윈주의적 전망","존 카트라이트 지음  ; 박한선 옮김","에이도스","2019","40000","종합자료실"
"1379","EM0000381499","420.04-최37ㅊ","(찾아가는 강의실) 최무영 교수의 물리학 이야기  : 과학은 상상을 상식으로 바꾸는 과정이다","최무영 지음","북멘토","2019","16000","종합자료실"
"1380","EM0000381500","443.2-원75ㅌ","(파토 원종우의) 태양계 연대기  : 과학과 역사, 우주적 상상력이 결합한 다큐멘터테인먼트","원종우 지음","동아시아","2019","18000","종합자료실"
"1381","EM0000381501","410-프239-1","프린스턴 응용수학 안내서. 1-2","니콜라스 하이엄, 마크 데니스, 폴 글렌디닝, 폴 마틴, 파딜 산토사, 재러드 태너 엮음  ; 정경훈, 박민재, 김영득, 김우찬, 김재웅, 남계숙, 마대건, 박정필, 이영민, 최형규 옮김","승산","2019","70000","종합자료실"
"1382","EM0000381502","410-프239-2","프린스턴 응용수학 안내서. 1-2","니콜라스 하이엄, 마크 데니스, 폴 글렌디닝, 폴 마틴, 파딜 산토사, 재러드 태너 엮음  ; 정경훈, 박민재, 김영득, 김우찬, 김재웅, 남계숙, 마대건, 박정필, 이영민, 최형규 옮김","승산","2018","45000","종합자료실"
"1383","EM0000381503","443.1-박53ㅎ","해와 달과 별이 뜨고 지는 원리  : 블랙홀 박사 박석재가 그림으로 설명하는 천체의 운동","박석재 글  ; 강선욱 일러스트","동아엠앤비","2019","15000","종합자료실"
"1384","EM0000381504","378.9-드233ㅎ","(마음의 여유가 필요한 엄마들을 위한) 한 달에 하나 엄마의 행복 연습","리사 드럭스만 지음  ; 박선령 옮김","니들북","2019","14500","종합자료실"
"1385","EM0000381505","517.32-사829ㄷ","(일하는 당신의 피로를 풀어주는) 대단한 스트레칭","사키타 미나 지음  ; 임경화 옮김","RHK(알에이치코리아)","2019","13000","종합자료실"
"1386","EM0000381506","381.30911-이45ㅇ","(조선 1637-1897) 왕비의 옷을 짓다","이봉이 지음","현자","2019","20000","종합자료실"
"1387","EM0000381507","525.765-송94ㅂ","(초록향기 가득) 반려식물 인테리어  = Green interior","송현희 글·사진","Holidaybooks(홀리데이북스)","2019","19000","종합자료실"
"1388","EM0000381508","598.1-장53ㅇ","(화내지 않고 혼내지 않고) 우리 아이 나쁜 버릇 고치기 5·3·3의 기적","장성욱 지음","행복에너지","2019","15000","종합자료실"
"1389","EM0000381509","MC 375.1-임79ㅇ","(1000의 얼굴) 유아들의 감정표현","임진재, 감정놀이연구소 지음","감정놀이연구소","2019","25000","어린이열람실"
"1390","EM0000381510","517.32-가66ㅇ","5초 뒷무릎 펴기로 모두 해결  : 벽 밀기! 벽 붙기! 스트레칭","가와무라 아키라 지음  ; 송수영 옮김","이아소","2019","13000","종합자료실"
"1391","EM0000381511","524.8-조59ㄱ","귀촌하면 키워 보고 싶은 약초 100가지  : 녹색 식물이 주는 행복이 시작된다","조식제 지음","아카데미북","2019","27000","종합자료실"
"1392","EM0000381512","513.994-매14ㄱ","(암을 이기는 사람들) 그래도 잘 살고 있습니다  : 암 투병 수기집","매경헬스, 중입자치료지원센터코리아 지음","매경","2019","13500","종합자료실"
"1393","EM0000381513","594.5-주94ㄱ","그저 그런 날에, 특별한 식탁  : 40만 팔로어가 인정한 메이스매거진 히트 레시피","주현진, 안주희, 이지원 지음","B.read(브.레드)","2018","17000","종합자료실"
"1394","EM0000381514","490.9-매57ㄴ","나폴레옹을 물리친 퍼그  : 빅토리아 시대 셀럽들의 동물 이야기","미미 매슈스 지음  ; 이혜인 옮김","스윙밴드","2019","16000","종합자료실"
"1395","EM0000381515","598.1-김211ㄴ","내가 너라도 그랬을 거야  : 이수네 집 와글와글 행복 탐험기","김나윤 지음","김영사","2019","14800","종합자료실"
"1396","EM0000381516","598.10212-마239ㄴ","내가 자라는 소리를 들어보세요  : 첫부모 육아책","소피 마리노풀로스 지음  ; 박효은 옮김","지식너머","2019","12500","종합자료실"
"1397","EM0000381517","513.85-아18ㄴ","노인은 없다  : 나이 들수록 더 발전하고, 더 강해지는 능력을 발견하다","마크 아그로닌 지음  ; 신동숙 옮김","한스미디어","2019","15800","종합자료실"
"1398","EM0000381518","517.549-후79ㄴ","늙지 않는 최고의 식사  : 50세부터는 고기가 약이다","후지타 고이치로 지음  ; 황미숙 옮김","예문아카이브","2019","13000","종합자료실"
"1399","EM0000381519","331.233-프231ㄷ","당신의 아들은 게으르지 않다  : 사춘기 아들의 마음을 보듬어주는 부모의 심리학","애덤 프라이스 지음  ; 김소정 옮김","갈매나무","2019","15000","종합자료실"
"1400","EM0000381520","593.5-유811ㄷ","당신의 운동은 몸개그였다  : 바디 스컬터 Ryu가 알려주는 셀프 체형 교정 운동과 다이어트","유창성 지음","망고나무","2019","15500","종합자료실"
"1401","EM0000381521","512.57-에238ㄷ","대체의학이라 불리는 사기 : 대체의학연구에 헌신한 최고권위자의 간청","에드짜르트 에른스트","과학과세상","2019","15000","종합자료실"
"1402","EM0000381522","527.44-김72ㄷ","대한민국 돼지산업史  : 삼겹살, 한국인의 소울푸드가 되기까지","김재민, 김태경, 황병무, 옥미영, 박현욱 지음","팜커뮤니케이션","2019","18000","종합자료실"
